movie_id,movie_name,year,genre,overview,director,cast,emotions,language,industry,runtime,rating,imdb_id,plot
136,Ae Dil Hai Mushkil,2016,"Drama, Music, Musical","This story explores love - the shapes it takes, the ways it changes us and the exhilarating and often terrifying ride it takes us on. It is the journey of two characters, Alizeh and Ayan, as they navigate life, love and heartbreak.",Karan Johar,"Ranbir Kapoor, Aishwarya Rai Bachchan, Anushka Sharma, Fawad Khan","Romantic, Sad, Lonely, Frustrated, Anxious, Depressed",Hindi,Bollywood,158,5.8,tt4559006,"""A passionate singer falls deeply in love with Alizeh, who only sees him as a friend. When she marries another man, he finds solace with Saba, but his heart remains torn between both women. A story about unrequited love - the shapes it takes, the ways it changes us and the exhilarating and often heartbreaking ride it takes us on. It is the journey of three characters, Ayan, Alizeh and Saba, as their lives intertwine and they navigate life, love and heartbreak.—Official Source"""
137,A Wednesday,2008,"Action, Crime, Drama",A retiring police officer reminisces about the most astounding day of his career. About a case that was never filed but continues to haunt him in his memories - the case of a man and a Wednesday.,Neeraj Pandey,"Anupam Kher, Naseeruddin Shah, Veerendra Saxena, Mahesh Kanual","Anxious, Tense, Frustrated, Angry, Hopeful, Satisfied",Hindi,Bollywood,104,8.1,tt1280558,"""A retiring police officer reminisces about the most astounding day of his career. About a case that was never filed but continues to haunt him in his memories - the case of a man and a Wednesday. A man calls up the Mumbai police, and tells them he has placed five different bombs in the city -- all set to go off in some time. He wants four terrorists in exchange. Does he get them? Who is behind it all? What's his motive? Is there more than meets the eye?—Saurabh Roy"""
138,Wajah Tum Ho,2016,"Drama, Mystery, Romance",People get entangled in a mystery when a murder is committed on live television.,Vishal Pandya,"Sharman Joshi, Sana Khan, Gurmeet Choudhary, Rajneesh Duggal","Romantic, Anxious, Frustrated, Revenge, Sad, Excited",Hindi,Bollywood,136,3.9,tt5638474,"""People get entangled in a mystery when a murder is committed on live television. A TV channel owned by Rahul Oberoi is hacked and the murder of police officer Ramesh Sarnaik is broadcast live. Rahul is interrogated by inspector Kabir Deshmukh of Mumbai police and defended by his lawyer Sia whose boyfriend Ranveer is the prosecution lawyer. During the investigation, police find Karan Parekh, Rahul's old business partner, to be the suspect but before they could get hold of him Karan's murder is also telecast live on the same channel. Kabir now has to find a link which joins Rahul, Karan and Sarnaik which is leading to the murders.—Soumitra"""
139,Raazi,2018,"Action, Drama, Thriller",A Kashmiri woman agrees to marry a Pakistani army officer in order to spy on Pakistan during the Indo-Pakistan War of 1971.,Meghna Gulzar,"Alia Bhatt, Vicky Kaushal, Rajit Kapoor, Shishir Sharma","Anxious, Tense, Patriotic, Brave, Sad, Hopeful",Hindi,Bollywood,138,7.8,tt7098658,"""A Kashmiri woman agrees to marry a Pakistani army officer in order to spy on Pakistan during the Indo-Pakistan War of 1971. Hidayat Khan is the son of an Indian freedom fighter and agent posing as an informant for the Pakistani government. He wishes to make his 20-year-old daughter Sehmat an agent and continue the family tradition of being in service to the country. Sehmat leaves college. She is hastily trained by senior RAW officer Khalid Mir. Her father uses his friendship with Brigadier Syed of the Pakistan Army to get Sehmat married to his son, Iqbal Syed, a military officer. Sehmat quickly settles into her married life, she falls in love with Iqbal. But everything starts to complicated.—Sonja Pavkovic"""
140,Dil Chahta Hai,2001,"Comedy, Drama, Romance","Three inseparable childhood friends are just out of college. Nothing comes between them - until they each fall in love, and their wildly different approaches to relationships creates tension.",Farhan Akhtar,"Aamir Khan, Saif Ali Khan, Akshaye Khanna, Preity G Zinta","Friendship, Nostalgia, Joy, Melancholy, Wanderlust, Yearning",Hindi,Bollywood,183,8.1,tt0292490,"""Three inseparable childhood friends are just out of college. Nothing comes between them - until they each fall in love, and their wildly different approaches to relationships creates tension. Three young men Akash, Sameer, and Siddharth are close friends, but their tastes and characters are completely incompatible. So when Siddharth falls in love with a much older woman, Tara, a woman who has been unsuccessful in keeping her marriage intact as well as alcohol-dependent, widens the rift between the trio, forcing them to part company. Years later, the trio will be re-united, they will be much mature and understanding, but will they still accept Siddharth love for Tara, especially when they themselves have fallen in love with women around their respective ages?—Sonia"""
141,Bye2,2020,"Drama, Romance","Story of boy and girl, how relationships change over a period of life and how hard is to say Bye sometimes when you want to end the relationship.",Tanveer Hashmi,"Bhushan, Karan, Vipin Singh, Shreya Tyagi","Lonely, Sad, Depressed, Frustrated, Tired, Anxious",Malayalam,Malayalam cinema (Mollywood),Error,5.7,tt13781794,"""Story of boy and girl, how relationships change over a period of life and how hard is to say Bye sometimes when you want to end the relationship."""
142,Darlings,2022,"Comedy, Drama, Thriller",It follows the lives of two women as they find courage and love in exceptional circumstances.,Jasmeet K Reen,"Alia Bhatt, Shefali Shah, Vijay Varma, Roshan Mathew","Frustration, Anger, Sadness, Anxiety, Revenge, Disgust",Hindi,Bollywood,129,6.9,tt14152140,"""It follows the lives of two women as they find courage and love in exceptional circumstances. Badrunissa (Badru) and Hamza are very much in love and decide to get married after Hamza gets a government job as Ticket Collector in Indian Railways, but Badru's mother Shamshunissa isn't happy with her choice. Three years later, things are not good between Badru and Hamza; he has turned alcoholic and frequently beats Badru, wants her to live under his thumb, and opposes his building's development plan. Shamshunissa is very much aware of her daughter's daily abuse and wants her to return home but Badru lives in hope that someday Hamza will change. Zulfi, a common friend of Badru and Shamshunissa, complains to police about Hamza being a wife-beater, but in the police station Hamza sweet-talks Badru to retract the complaint. On their way home Hamza attacks Shamshuniss,a and Badru must choose between her mother and her husband; she chooses Hamza, forcing mother and daughter to break ties with each other. A few days later Badru realizes that she's pregnant and reunites with Shamshunissa around the same time Hamza finds from Inspector Jadhav that Zulfi had complained against him and Badru is very much aware of it. Hamza suspects an affair between them and pushes Badru downstairs and she miscarries; as she recuperates from it, she decides to hold Hamza captive in their house and torture him the same way he tortured her.—alex.mjacko@gmail.com"""
143,Runway 34,2022,"Drama, Thriller","Inspired by true incidents, ""Runway 34"" revolves around Captain Vikrant Khanna played by Ajay Devgn, a flying prodigy, whose flight takes a mysterious course after take-off from an international destination.",Ajay Devgn,"Ajay Devgn, Amitabh Bachchan, Rakul Preet Singh, CarryMinati","Anxious, Tense, Fear, Excited, Hopeful, Relief",Hindi,Bollywood,170,7.2,tt11460992,"""Inspired by true incidents, ""Runway 34"" revolves around Captain Vikrant Khanna played by Ajay Devgn, a flying prodigy, whose flight takes a mysterious course after take-off from an international destination. Vikrant Khanna is the captain of a flight traveling from Dubai to Kochi with passengers and crew of 150 and co pilot Tanya Alburquerque. Vikrant has a hangover of overnight party and is bit restless, the flight takes a smooth journey but when it reaches nearby to its destination the weather turns out to be very bad due to heavy rains and cyclone.The aviation department asks Vikrant Khanna to divert the flight towards Bangalore, but Vikrant decides to take a chance not once but thrice to land at Kochi but fails. With the amount of fuel left on the flight Vikrant decides to land in Trivandrum but the aviation department fails to provide them the information that the cyclone has approached Trivandrum and all flights are diverted. When the flight reaches Trivandrum, the cyclone has already approached and there is no visibility at all while the flight is also low on fuel. In this situation Vikrant's only motive is to save everyone's life, and he manages to land the flight safely with a narrow escape from imminent crash.Vikrant turns a hero to flight passengers but soon an inquiry is conducted on him and his co-pilot, Tanya, headed by Narayan Vedant.—alex.mjacko@gmail.com"""
144,Masaan,2015,Drama,"Along India's Ganges River, four people face prejudice, a strict moral code and a punishing caste system as they confront personal tragedies.",Neeraj Ghaywan,"Richa Chadha, Sanjay Mishra, Vicky Kaushal, Pankaj Tripathi","Sadness, Melancholy, Hope, Loss, Love, Fear",Hindi,Bollywood,109,8.2,tt4635372,"""Along India's Ganges River, four people face prejudice, a strict moral code and a punishing caste system as they confront personal tragedies. Four lives intersect along the Ganges: a low caste boy hopelessly in love, a daughter ridden with guilt of a sexual encounter ending in a tragedy, a hapless father with fading morality, and a spirited child yearning for a family, long to escape the moral constructs of a small-town."""
145,Sanju,2018,"Biography, Comedy, Drama","Biopic of the controversial life of actor Sanjay Dutt: his film career, jail sentence, and personal life.",Rajkumar Hirani,"Ranbir Kapoor, Paresh Rawal, Manisha Koirala, Vicky Kaushal","Hope, Love, Sadness, Humor, Frustration, Admiration",Hindi,Bollywood,162,7.7,tt6452574,"""Biopic of the controversial life of actor Sanjay Dutt: his film career, jail sentence, and personal life. Few lives in our time are as dramatic and enigmatic as the saga of Sanjay Dutt. Coming from a family of cinema legends, he himself became a film star, then saw dizzying heights and darkest depths: adulation of die-hard fans, unending battles with various addictions, brushes with the underworld, prison terms, loss of loved ones, and the haunting speculation that he might be a terrorist. Sanju is in turns a hilarious and heartbreaking exploration of one man's battle against his own wild self and the formidable external forces trying to crush him. It depicts the journey of a man through everything that life can throw at him. Some true stories leave you thinking ""did this really happen?"" This is one such unbelievable story that happens to be true."""
146,Govinda Naam Mera,2022,"Comedy, Crime, Drama","The very charming Govinda Waghmare juggles his time and love between his wife Mrs. Waghmare and his girlfriend in this dose of chaos, confusion, and laughter.",Shashank Khaitan,"Vicky Kaushal, Kiara Advani, Bhumi Pednekar, Renuka Shahane","Happy, Excited, Frustrated, Anxious, Romantic, Angry",Hindi,Bollywood,128,5.9,tt16077702,"""The very charming Govinda Waghmare juggles his time and love between his wife Mrs. Waghmare and his girlfriend in this dose of chaos, confusion, and laughter."""
147,Rockstar,2011,"Drama, Music, Romance","Janardhan Jakhar chases his dreams of becoming a big Rock star, during which he falls in love with Heer.",Imtiaz Ali,"Ranbir Kapoor, Nargis Fakhri, Shammi Kapoor, Kumud Mishra","Longing, Melancholy, Passion, Rebellion, Nostalgia, Emptiness",Hindi,Bollywood,159,7.7,tt1839596,"""Janardhan Jakhar chases his dreams of becoming a big Rock star, during which he falls in love with Heer. The film follows Janardhan Jhakar in a series of flashbacks and flash forwards, how the small collage boy became an international rock sensation ""Jordan"". To chase his dreams of a rockstar, the wanna-be singer his counseled that music and feelings only come with pain. In the process of which, he meets Heer, a tough on the outside and popular college girl, the both become friends, and as time passes by his dreams of music fade away as they spend time together. When heer moves away, Janardhan is thrown out of his house because of family misunderstandings. As he bides his time at a local mosque, his passion for music comes back to life. He is soon signed by a record label, where he makes more enemies than friends, his tour takes him to Prague, where he is reunited with a married Heer. Things go awry when the two share an intimate moment, and Jordan his deported to India on trespassing charges filed by Heer's husband. Now an angry painful and lonely JORDAN embarks on his journey to become a ROCKSTAR—Eros International"""
148,Mom,2017,"Crime, Drama, Thriller","After her daughter is sexually assaulted at a party, a furious mother sets out to destroy the lives of the four perpetrators who walked away free.",Ravi Udyawar,"Sridevi, Sajal Ali, Akshaye Khanna, Adnan Siddiqui","Happy, Sad, Frustrated, Angry, Lonely, Depressed",Hindi,Bollywood,91,7.2,tt5690142,"""After her daughter is sexually assaulted at a party, a furious mother sets out to destroy the lives of the four perpetrators who walked away free. Devaki is a biology teacher at the same school attended by her stepdaughter Arya. Although, Devaki is a caring mother, Arya remains distant. One unfortunate night, Arya is brutally attacked. When the justice system fails them, Devaki faces some tough decisions and goes to great lengths to find justice for her daughter.—L. Hamre"""
149,Kalank,2019,"Drama, Romance","The lives of six enigmatic characters become entangled whilst in search of love, but separated by the dichotomy between the two worlds of Husnabad, a town in North India.",Abhishek Varman,"Alia Bhatt, Kiara Advani, Sanjay Dutt, Kriti Sanon","Sad, Romantic, Depressed, Frustrated, Anxious, Lonely",Hindi,Bollywood,166,5.2,tt6988116,"""The lives of six enigmatic characters become entangled whilst in search of love, but separated by the dichotomy between the two worlds of Husnabad, a town in North India. Set in 1945, in Pre-Independent India, the elite, opulent and solemn world of the Chaudhry family, and the wild, mysterious and musical underbelly of the town, Hira Mandi, clash when Roop Chaudhry encounters Zafar, a daredevil from Hira Mandi, unleashing deep-buried truths, secrets of betrayal and affairs that threaten to bring the both worlds crashing down."""
150,Article 15,2019,"Crime, Drama, Mystery","In the rural heartlands of India, an upright police officer sets out on a crusade against violent caste-based crimes and discrimination.",Anubhav Sinha,"Ayushmann Khurrana, Nassar, Manoj Pahwa, Kumud Mishra","Frustration, Anger, Sadness, Disgust, Anxiety, Helplessness",Hindi,Bollywood,130,8.1,tt10324144,"""In the rural heartlands of India, an upright police officer sets out on a crusade against violent caste-based crimes and discrimination. In Lalgaon village two Dalit girls are abducted in a school bus Ayan Ranjan an IPS officer is assigned on the case where he closely works with two officers Brahmdutt and Jatav.Ayan finds that villagers believe in caste discrimination which is the major problem he meets his old friend Satinder who behaves strangely and goes missing next morning.The two girls body are found hanging on a tree while one goes missing an autopsy revels that they were raped multiple times.Gaura sister of one of the dead girl tells Ayan that they were slapped by their owner Anshu when they asked to increase their daily wage by three Rupees .Ayan finds that Anshu did this due to caste discrimination and posts copy of Article 15 according to constitution of India at the police station.—alex.mjacko@gmail.com"""
151,Lust Stories,2018,"Drama, Romance","Four short films by four of India's biggest directors exploring love, sex and relationships in modern India.","Zoya Akhtar, Dibakar Banerjee, Karan Johar, Anurag Kashyap","Kiara Advani, Vicky Kaushal, Bhumi Pednekar, Neil Bhoopalam","Lust, Desire, Intrigue, Amusement, Embarrassment, Sympathy",Hindi,Bollywood,117,6.5,tt8439854,"""Four short films by four of India's biggest directors exploring love, sex and relationships in modern India."""
152,Shehzada,2023,"Action, Comedy, Drama","Bantu is hated by his father Valmiki since he was a toddler. Samara, his boss, shows him affection and love until he discovers that the Jindals are his parents. Bantu decides to seek Jindals love and protect them from threats they facing.",Rohit Dhawan,"Kartik Aaryan, Kriti Sanon, Paresh Rawal, Manisha Koirala","Happy, Excited, Romantic, Relaxed, Frustrated, Tired",Hindi,Bollywood,142,5.1,tt13130948,"""Bantu is hated by his father Valmiki since he was a toddler. Samara, his boss, shows him affection and love until he discovers that the Jindals are his parents. Bantu decides to seek Jindals love and protect them from threats they facing. St Vincent Hospital two baby boys are born at the same time one to wealthy Jindal (Randeep Nanda) family and other to their clerk Valmiki.But Valmiki swipes the babies so that his son could have a rich lifestyle and the only person knowing is the hospital nurse.The nurse goes in coma after falling from hospital building while having scuffle with Valmiki. 25 years later Bantu son of Valmiki born to Nanda is a very talented boy but always humiliated by Valimki and prohibits him from entering Jindal mansion.While Nanda's son Raj born to Valmiki studies in US and is fit for nothing.Bantu meets Samara his boss and both fall in love but she is engaged to Raj when they both decide to speak about it to Nanda he is attacked by business rival Sarang and left to die.Bantu and Samaara take Nanda to hospital where the nurse whose out of coma recognizes Nanda and discloses the truth to Bantu.Bantu scolds Valimiki and plans to enter Jindal mansion to unite with his biological family.—alex.mjacko@gmail.com"""
153,Zero,2018,"Comedy, Drama, Romance","The story revolves around Bauua Singh (Shah Rukh Khan), a vertically challenged man, who is full of charm and wit, with a pinch of arrogance. Born to a wealthy family and raised in an environment of affluence, he is challenged to broaden his horizon and find purpose in life.",Aanand L. Rai,"Shah Rukh Khan, Anushka Sharma, Katrina Kaif, Mohd. Zeeshan Ayyub","Sad, Hopeful, Empathetic, Inspired, Frustrated, Lonely",Hindi,Bollywood,164,6.2,tt6527426,"""Through his relationships with two wildly different women, a vertically challenged bachelor with a larger-than-life persona must discover his purpose. The story revolves around Bauua Singh (Shah Rukh Khan), a vertically challenged man, who is full of charm and wit, with a pinch of arrogance. Born to a wealthy family and raised in an environment of affluence and indulgence, Bauua was never failed by Meerut or its people. But when he meets two women (Katrina Kaif, Anushka Sharma), his experiences with these women take him on a journey to complete his 'incompleteness' and broaden his horizons to find a purpose he never knew he had."""
154,A Thursday,2022,"Drama, Thriller","Naina, a playschool teacher, takes 16 students hostage. Rattling the police and the leaders, her demands send shockwaves through the country.",Behzad Khambata,"Yami Gautam, Atul Kulkarni, Neha Dhupia, Dimple Kapadia","Anxious, Frustrated, Angry, Depressed, Revenge, Lonely",Hindi,Bollywood,129,7.6,tt13028258,"""Naina, a playschool teacher, takes 16 students hostage. Rattling the police and the leaders, her demands send shockwaves through the country. A Thursday is not a usual day for Mumbaikar's due to arrival of Prime Minister Maya Rajguru in the city and heavy rains.Naina Jaiswal runs a playgroup nursery in Colaba on same faithful day she calls the police to tell that she has held sixteen of her students hostages and has some demands.A pregnant ACP Catherine Alvarez along with her assistant Lokhande arrives at the spot and feels that someone had played a prank on them until Naina fires a bullet in air to confirm its not a prank.Alvarez ad Lokhande immediately clear the spot from civilians and ask for more force where Alvarez speaks calls up Naina to ask her motive.But Naina tells her that she will only speak to her junior officer Javed Khan who and Alvarez have ego clashes.Javed arrives the spot and Naina puts her demands to him stating she will leave the children accordingly her demands are fulfilled.But one of her demands needs her to be connected to Maya Rajguru which is quite to impossible.—alex.mjacko@gmail.com"""
155,Rang De Basanti,2006,"Comedy, Crime, Drama","The story of six young Indians who assist an English woman to film a documentary on the freedom fighters from their past, and the events that lead them to relive the long-forgotten saga of freedom.",Rakeysh Omprakash Mehra,"Aamir Khan, Soha Ali Khan, Siddharth, Sharman Joshi","Patriotism, Sadness, Anger, Hope, Friendship, Love",Hindi,Bollywood,167,8.1,tt0405508,"""The story of six young Indians who assist an English woman to film a documentary on the freedom fighters from their past, and the events that lead them to relive the long-forgotten saga of freedom. Sue comes to India to make a film on Indian revolutionaries. She is helped by her friend Sonia who introduces her to her friends Karan, Aslam, Sukhi, and their head DJ. Sonia's fiance, Lt Ajay Rathod, also joins the gang when in town. Their gang always gets in trouble with political member Laxman who opposes their Western culture. After many auditions Sue decides to cast DJ and his friends in her film; she also gives Laxman a role, ending his feud with the gang. Everything goes well until Ajay dies in a plane crash but manages to save everyone else on board. The state minister declares that Ajay died due to his own negligence. DJ an his friends can't take this shame given to Ajay by the minister and decide to fight for justice, but political games interfere.—alex.mjacko@gmail.com"""
156,Rocketry: The Nambi Effect,2022,"Biography, Drama","Based on the life of Indian Space Research Organization scientist Nambi Narayanan, who was framed for being a spy and arrested in 1994. Though free, he continues to fight for justice against the officials who falsely implicated him.",Madhavan,"Madhavan, Simran, Rajit Kapoor, Ravi Raghavendra","Inspirational, Pride, Hope, Frustration, Anger, Sadness","Multilingual (Hindi, English, Tamil)",Bollywood (primarily),157,8.4,tt9263550,"""The story of Indian Space Research Organization scientist Nambi Narayanan, who was framed for being a spy and arrested in 1994."""
157,Dilwale,2015,"Action, Comedy, Drama","The siblings of two estranged lovers fall for each other, unaware of the violent past that drove them apart.",Rohit Shetty,"Shah Rukh Khan, Kajol, Varun Dhawan, Kriti Sanon","Romantic, Happy, Excited, Nostalgic, Sad, Frustrated",Hindi,Bollywood,158,5.9,tt4535650,"""The younger siblings of two estranged lovers fall for each other, unaware of the violent past that drove the elder ones apart. Raj is a Mafia member. One day he meets a girl (Meera) while being chased by his rival gang and falls in love with her. Later he finds out that this girl is the daughter of the leader of his rival gang. Yet their love story continues until he was shot by his girlfriend upon a deep misunderstanding. After that incident these two lovers live separate until their siblings fall in love. With this new love story their paths intertwines again."""
158,Jug Jugg Jeeyo,2022,"Comedy, Drama, Family",Two couples from different generations confront their issues after marriage.,Raj Mehta,"Varun Dhawan, Anil Kapoor, Kiara Advani, Neetu Singh","Happy, Romantic, Excited, Relaxed, Frustrated, Lonely",Hindi,Bollywood,147,6.4,tt13449624,"""Two couples from different generations confront their issues after marriage. Kuku loves Naina since his school days and proposes her during his teens and later gets married with blessing of his parents Bheem and Geeta.A little while after marriage they shift to Canada where Naina is career oriented and Kuku struggles for a job where their relationship is on rocks and both decide to separate by filling for divorce.Kuku requests Naina that they should wait until wedding of his sister Ginny and then revel their parents and travel to India for the wedding.Upon reaching India Naina forces Kuku to revel his parents about their separation before the wedding as she has got a job offer in New York and cant let it go.Kuku takes the courage and decides to speak to Bheem over drinks but is shocked to hear that his father himself wants to divorce his mother Geeta and that he is having an affair with Meera.—alex.mjacko@gmail.com"""
159,Gully Boy,2019,"Drama, Music, Romance",A coming-of-age story based on the lives of street rappers in Mumbai.,Zoya Akhtar,"Ranveer Singh, Alia Bhatt, Siddhant Chaturvedi, Vijay Raaz","Inspired, Hopeful, Empathetic, Passionate, Determined, Joyful",Hindi,Bollywood,153,8.1,tt2395469,"""A coming-of-age story based on the lives of street rappers in Mumbai. ""Gully Boy"" is a film about a 22-year-old boy ""Murad"" from a ghetto in Mumbai, India. The son of a driver, his parents worked hard to get him educated so that he could have a white collar job. Meanwhile, Murad realizes his calling to be a rapper. Authentic Hip Hop in India is a recent phenomenon and like anywhere else in the world, is rising from the streets. Art is a distant dream for the colonized poor of India and this story is about Murad's journey from realizing his love for rap and chasing his dream to inadvertently transcending his class. The film showcases street rap from the crevices of Mumbai's by lanes. The poetry is conscious of the city's socio-economic fabric and highlights the challenges faced by the disenfranchised youth in the minority population."""
160,Chennai Express,2013,"Action, Comedy, Drama",A man travelling to Rameshwaram via Chennai express in order to immerse his late grandfather's ashes finds himself in trouble after helping a don's daughter and her cousins board the train.,Rohit Shetty,"Deepika Padukone, Shah Rukh Khan, Sathyaraj, Nikitin Dheer","Happy, Romantic, Excited, Relaxed, Frustrated, Tired",Hindi,Bollywood,141,6,tt2112124,"""A man travelling to Rameswaram via Chennai express for his late grandfather's ashes immersion finds himself in trouble after helping a don's daughter and her cousins board the train. Rahul, a middle-aged Mumbaikar man, embarks on a cross-country journey to Tamil Nadu to disperse his late grandfather's ashes in the Holy water of Rameshwaram. While travelling by train from Mumbai to Chennai, Rahul finds his life in grave danger when he encounters and falls for the cheerful daughter of a don mafia kingpin. After making a grave, costly mistake of helping four heavily armed to the teeth South Indian henchmen goons board the train, Rahul is left to fend for himself when the henchmen destroy his cell phone. As Rahul and Meena grow close whilst travelling across the spectacular South Indian lands of Chennai, an unanticipated and ominous looming danger awaits them.—UTV Motion Pictures"""
161,War,2019,"Action, Adventure, Thriller","Indian agent Khalid goes on a mission to hunt and eliminate his former mentor, the country's top agent Kabir who has gone rogue. A deadly war begins.",Siddharth Anand,"Hrithik Roshan, Tiger Shroff, Vaani Kapoor, Ashutosh Rana","Sad, Angry, Anxious, Frustrated, Revenge, Depressed",Hindi,Bollywood,<number>,6.2,tt7430722,"""Kabir, a secret agent, goes rogue after a mission to catch a terrorist goes awry. However, his boss sends Khalid, another agent and his student, to track him down. An elite shadow unit of R&AW led by agent Kabir (Hrithik Roshan) focusses on maximum risk missions. Khalid (Tiger Shroff), a soldier with a murky past, struggles to get into Kabir's team and finally manages to convince him of his dedication and loyalty. Now, when Kabir mysteriously goes rogue, Khalid is assigned the task of hunting down his mentor. Can he track him? A deadly war begins.—Official Source"""
162,Shershaah,2021,"Action, Biography, Drama","Shershaah is the story of PVC awardee Indian soldier Capt. Vikram Batra, whose bravery and unflinching courage in chasing the Pakistani soldiers out of Indian territory contributed immensely in India finally winning the Kargil War in 1999.",Vishnuvardhan,"Sidharth Malhotra, Kiara Advani, Shiv Panditt, Pranay Pachauri","Pride, Patriotism, Sadness, Admiration, Respect, Love",Hindi,Bollywood,135,8.4,tt10295212,"""Shershaah is the story of PVC awardee Indian soldier Capt. Vikram Batra, whose bravery and unflinching courage in chasing the Pakistani soldiers out of Indian territory contributed immensely in India finally winning the Kargil War in 1999. Based on the life of Captain Vikram Batra who was an officer of the Indian Army, posthumously awarded with the Param Vir Chakra, India's highest and most prestigious award for valour, for his actions during the 1999 Kargil War in Kashmir between India and Pakistan."""
163,Student of the Year 2,2019,"Action, Comedy, Drama","A student must face off against bullies and overcome hurdles, both academic and romantic, to win his college's coveted Student of the Year trophy.",Punit Malhotra,"Tiger Shroff, Ananya Panday, Tara Sutaria, Aditya Seal","Excited, Romantic, Happy, Frustrated, Anxious, Lonely",Hindi,Bollywood,146,2.4,tt7255568,"""A student must face off against bullies and overcome hurdles, both academic and romantic, to win his college's coveted Student of the Year trophy."""
164,Qala,2022,"Drama, Music","Haunted by her past, a talented singer with a rising career copes with the pressure of success, a mother's disdain and the voices of doubt within her.",Anvita Dutt,"Triptii Dimri, Babil Khan, Swastika Mukherjee, Amit Sial","Sad, Depressed, Lonely, Frustrated, Anxious, Tired",Hindi,Bollywood,119,7.2,tt14428598,"""Haunted by her past, a talented singer with a rising career copes with the pressure of success, a mother's disdain and the voices of doubt within her."""
165,Talvar,2015,"Crime, Drama, Mystery",An experienced investigator confronts several conflicting theories about the perpetrators of a violent double homicide.,Meghna Gulzar,"Irrfan Khan, Konkona Sen Sharma, Neeraj Kabi, Sohum Shah","Anxious, Frustrated, Angry, Sad, Depressed, Tired",Hindi,Bollywood,132,8.1,tt4934950,"""An experienced investigator confronts several conflicting theories about the perpetrators of a violent double homicide. The story revolves around the mysterious murder cases of a 14-year girl, Shruti and the domestic help, Khempal who worked at her place. The film is based on the real life Noida Double Murder Case of 2008, where the parents were said to be the prime suspects of the murders. The film showcases three perspectives to the case which emerge as the investigation moves forward."""
166,Kuttey,2023,"Action, Comedy, Crime","A van carrying crores of cash. One rainy night in the outskirts of Mumbai. Unaware of each other, three stray gangs cross paths on the hunt. Unfortunately, all of them have the same plan. Will they bite the bone or will they lose to greed?",Aasmaan Bhardwaj,"Tabu, Arjun Kapoor, Naseeruddin Shah, Konkona Sen Sharma","Anger, Suspense, Frustration, Disgust, Anxiety, Cynicism",Hindi,Bollywood,123,6.3,tt15281704,"""A van carrying cash on a rainy night in the outskirts of Mumbai is the crosshairs of three separate gangs all with the same plan. Now that they've crossed paths who will survive? A van carrying crores of cash. One rainy night in the outskirts of Mumbai. Unaware of each other, three stray gangs cross paths on the hunt. Unfortunately, all of them have the same plan. Bullets... Blood... Betrayal... It's every man for himself... All the dogs after one bone. Will these dogs bite the bone, or will they lose to greed?"""
167,Fukrey 3,2023,"Comedy, Crime, Drama",The friends facing disastrously funny situations together and having each other's backs through the trenches to make it out of a new mess this time.,Mrighdeep Lamba,"Pankaj Tripathi, Farhan Akhtar, Richa Chadha, Pulkit Samrat","happy, excited, frustrated, relaxed, romantic, tired",Hindi,Bollywood,148,5.2,tt26445483,"""The friends facing disastrously funny situations together and having each other's backs through the trenches to make it out of a new mess this time. Fukrey's Choocha,Hunny and Lali this time with Panditji are running a departmental store given by government but hardly have customers.They survive on small expenses by giving tips to others while Bholi is contesting the upcoming elections and wants help of Fukrey's.During opening of a public toilet people start praising for Choocha leaving Bholi aside.Bholi faces brunt from criminal Dhingra for speaking against water mafia as he is financing her party.Hunny realizes that if Bholi comes in power she will ruin Delhi and decide to contest Choocha against her and need money.Bholi's bodyguards Eddie and Bobby plan to ditch her and take Fukrey's to South Africa where their uncle Sinda has a diamond mine. Sinda is finding it difficult to locate the diamonds and Choocha with Deejachu can help him.After spending couple of days there Hunny realizes that the mine is empty and it was all planned by Bholi to keep them away from elections.The Fukrey's plan to elope to India to contest the elections but now carry a boon with them.—alex.mjacko@gmail.com"""
168,Dangerous,2022,"Action, Crime, Drama",Dangerous is a story of two women who have some bad experiences with men and in due course passionately fall in love with each other. The film's story proceeds with how violently they fight...                See full summary »,Ram Gopal Varma,"Naina Ganguly, Rajpal Naurang Yadav, Mithun Purandare, Apsara Rani","Anxious, Excited, Romantic, Angry, Revenge, Happy",Hindi,Bollywood,99,5.2,tt12856788,"""Rashmi, an aspiring model, rents an apartment and meets married neighbor Nalini. They fall in love and plot to steal from Nalini's gangster husband. Will the risky con work? Dangerous is a story of two women who have some bad experiences with men and in due course passionately fall in love with each other. The film's story proceeds with how violently they fight the men to protect their love leads to an explosive climax."""
169,Bang Bang,2014,"Action, Adventure, Comedy","A young bank receptionist gets mixed up with Rajveer Nanda, a man who has a mysterious background.",Siddharth Anand,"Hrithik Roshan, Katrina Kaif, Pawan Malhotra, Danny Denzongpa","Excitement, Anxiety, Romance, Anger, Thrill, Fear",Hindi,Bollywood,153,5.2,tt2905838,"""A young bank receptionist gets mixed up with Rajveer Nanda, a man who has a mysterious background. A chance encounter of the unassuming bank receptionist Harleen Sahni with the charming yet mysterious Rajveer Nanda, results in an on-rush of ditched planes, car chases, shoot-outs, bombing raids and general global mayhem. But as the transcontinental chase ensues with Rajveer convincing Harleen that he's the good guy, can she really trust him, and will trust matter when the bullets start flying?—Production"""
