Unnamed: 0,movie_id,movie_name,year,genre,overview,director,cast,emotions,language,industry,runtime,rating,plot
373,tt3447364,Detective Byomkesh Bakshy!,2015,"Action, Crime, Drama",Detective Byomkesh Bakshy is set in the 2nd World War torn Calcutta during the 1940s. Enter a magical world of nostalgia and 'Expect the Unexpected'.,Dibakar Banerjee,"Sushant Singh Rajput, Anand Tiwari, Neeraj Kabi, Divya Menon","Excitement, Curiosity, Suspense, Intrigue, Nervousness, Anxiety",Hindi,Bollywood,140 minutes,6.9,"Amidst the chaos of World War II, eager and idealistic Byomkesh Bakshy is determined to uncover a murder mystery that soon turns into a battle against time to save Calcutta from Japanese invasion. ""CALCUTTA 1943 A WAR - A MYSTERY - and A DETECTIVE"" Detective Byomkesh Bakshy is based on the early exploits of India's first true-blue detective, created by Bengali bestseller writer Saradindu Bandyopadhyay. Directed by Dibakar Banerjee, the film is set in the Second World War torn Calcutta during the 1940s and follows the first adventure of Byomkesh Bakshy (Sushant Singh Rajput), fresh out of college, as he pits himself against an evil genius who is out to destroy the world. Using his wits against the most villainous arch criminal the world has seen, in a world of murder, international political intrigue and seduction.âOfficial source"
374,tt11783766,Ram Setu,2022,"Action, Adventure",An atheist archaeologist turned believer must race against time to prove the true existence of the legendary Ram Setu before evil forces destroy the pillar of India's heritage.,Abhishek Sharma,"Akshay Kumar, Jacqueline Fernandez, Nushrratt Bharuccha, Nassar","Excitement, Curiosity, Awe, Patriotism, Hope, Determination",Hindi,Bollywood,144 minutes,5.2,"An atheist archaeologist turned believer must race against time to prove the true existence of the legendary Ram Setu before evil forces destroy the pillar of India's heritage. Dr Aryan Kulshreshta is felicitated in Afghanistan by the archaeological department for discovering a treasure on archaeological site and saving it from Taliban.Upon his return he is promoted as the director in his organization and gets the chance to make a report on going issue in the country about Ram Setu being natural or man made as government plans to demolish it due to industrial development.Aryan's being an atheist drafts his reports which creates and issue over the country about Ramayan and existence of Ram for which he faces suspension and his family has to face the brunt.His wife asks him to stay away from the controversy for family sake but Aryan decides to clear his name and gets chance to work with Pushpak Shipping whose owner Indrakant is behind the urban development and wants evidence on Ram Setu not being built by Ram.Aryan arrives at the site of Ram Setu and gets to work with project manager Bali and his team one being Dr Sandra Rebello but underwater he has to work carefully and not cross Srilankan borders due to ongoing civil war.Aryan discovers a floating stone underwater which proves that Ram Setu existed before BC and was possibly built by Ram but Indrakant asks the to get more evidence to prove the same.Aryan,Sandra and Dr Gabrielle go on a night mission underwater to unfold the mystery but find that they are made scapegoat in a plan and left top die under water in stormy weather by Bali and Indrakant.Dr Gabrille acts smart by taking the floating stone along with them as she suspected Bali, in mid sea they are saved by a Srilankan fisherman AP.Bali finds that the stone is missing and decides to chase them but AP helps them cross the borders and the stone goes missing in the chase while Gabrielle is shot by Bali. Aryan now along with Sandra and AP decides to prove the existence of Ram and Ram Setu by doing his research across borders in Srilanka which has existence of Raavana and itself will be a big evidence that Ram Setu was not natural but built by Ram.âalex.mjacko@gmail.com"
375,tt11821912,Devara,2024,"Action, Drama, Thriller",Devara is an intensive tale about a man who struck fear in the minds of those who were naive to it.,Koratala Siva,"N.T. Rama Rao Jr., Saif Ali Khan, Janhvi Kapoor, Prakash Raj","fear, revenge, anger, sadness, anxiety, excitement",Telugu,Tollywood,Data not found.,No rating available,"A mighty sea warrior takes a violent stand against the criminal deeds of his village. Years later, his mild-mannered son walks a path of his own. A cop trying to trace a gangster reaches a village where the sea is called Laal Samundar he is asked to meet Bahira.But Bhaira attacks him and villagers refuse to corporate until an old man Singappa comes to his aid the cop sees that underneath the sea there are lot many dead bodies which shocks him.Singappa tells him that the sea was ruled by Devara who along with Bahira and other neighboring villagers would loot containers under the eye of customs for Murgan and Tulsi without knowing what it contains as it was livelihood for their villagers.But Devrara finds that the looted containers would have arms and ammunition used to cause destruction and was also responsible for attacks in his village.Devara decides that further he will stop the loot and also not allow anyone to do but Bahira and others go against him.Devara stays as a guard at the sea coast not allowing anyone to enter.But one fine day Bahira and others plan to eliminate Devara and loot a ship but Devara defeats all of them but goes missing since then.Years later his family is waiting for his return while Bahira is waiting for revenge.âalex.mjacko@gmail.com"
376,tt0800956,Life in a Metro,2007,"Comedy, Drama, Musical","Six different stories, about nine people, each with different issues and problems, all occurring within one place: the METRO.",Anurag Basu,"Dharmendra, Irrfan Khan, Konkona Sen Sharma, Kay Kay Menon","Lonely, Hopeful, Anxious, Romantic, Happy, Depressed",Hindi,Bollywood,132 minutes,Error,"Six different stories, about nine people, each with different issues and problems, all occurring within one place: the METRO. The lives of a group of people who live in Mumbai: Rahul occupies an apartment owned by his uncle and lets rich, influential people use it for their personal affairs; ignored, angry young wife Shikha falls into the arms of a young man named Akash who wants to act in Indian films; Shikha's sister Shruti is having an affair with a man named Monty; Shikha's teacher Shivani is romancing Amol; Rahul finds out that his girlfriend Neha is using this very apartment to meet with Ranjeet, who is Shika's husband.âSumitra (corrected by Calista)"
377,tt5121000,Aligarh,2015,"Biography, Drama","A gay, linguistic professor living in a small orthodox city must deal with the aftermath of a sting operation that puts his sexual orientation in front of the entire nation.",Hansal Mehta,"Manoj Bajpayee, Rajkummar Rao, Ashish Vidyarthi, Balaji Gauri","lonely, depressed, sad, frustrated, tired, anxious",Hindi,Bollywood,113 minutes,7.8,"A gay, linguistic professor living in a small orthodox city must deal with the aftermath of a sting operation that puts his sexual orientation in front of the entire nation. Set in the state of Uttar Pradesh and based on true events, the plot revolves around Dr Shrinivas Ramchandra Siras who taught Marathi at Aligarh Muslim University. He was sacked from his position of Reader and Chair of Modern Indian Languages, on charges of homosexuality. A sting operation was conducted by a TV channel which showed him in an embrace with a rickshaw puller, at his house inside the campus.âmishravikky68"
378,tt5571734,Pink,2016,"Crime, Drama, Thriller","When three young women are implicated in a crime, a retired lawyer steps forward to help them clear their names.",Aniruddha Roy Chowdhury,"Amitabh Bachchan, Taapsee Pannu, Kirti Kulhari, Andrea Tariang","Frustration, Anger, Anxiety, Helplessness, Resentment, Hope",Hindi,Bollywood,126 minutes,Error,"When three young women are implicated in a crime, a retired lawyer steps forward to help them clear their names. Deepak is a lawyer suffering from bipolar disorder who experiences frequent mood swings. One night, Rajveer and his friends get drunk and try to molest Miss Arora and her two roommates leading to an accident. The film revolves around how Deepak fights the girls' case against these influential boys.âVarunish Garg"
379,tt13919802,Anek,2022,"Action, Drama, Sport","A socio political, action thriller set against the geopolitical backdrop of Northeast India.",Anubhav Sinha,"Ayushmann Khurrana, Andrea KevichÃ¼sa, Manoj Pahwa, Kumud Mishra","Frustration, Anger, Anxiety, Fear, Patriotism, Hope",Hindi,Bollywood,147 minutes,6.2,"A socio political, action thriller set against the geopolitical backdrop of Northeast India. Anek is a political action thriller, where Joshua (AK), a fierce spy agent is on a mission to unite the country. The film showcases Joshua's journey in the conflict-ridden region of northeast where he tries to get a peace accord signed with the head of the largest militant group- Tiger Sangha. Joshua tries to infiltrate a separatist group by befriending one of its member's daughter - Aido. Aido is a ferocious boxer, who has been a target of repeated racism but still aims to bring a gold medal for India thereby hoping to be fully accepted as an Indian. Will Joshua triumph in his mission to unite the country? This is a heart wrenching tale that questions what it takes to be an INDIAN above all the divide that the country faces."
380,tt5108476,Befikre,2016,"Comedy, Drama, Romance","It is a carefree love story of Dharam and Shyra, who find love in an engaging series of experiences. Doused in the spirit of Paris, it celebrates a sensual and free-spirited love.","Aditya Chopra, Raj Basu","Ranveer Singh, Vaani Kapoor, Ayesha Raza Mishra, Akarsh Khurana","Romantic, Happy, Excited, Relaxed, Frustrated, Lonely",Hindi,Bollywood,130 minutes,3.4,"It is a carefree love story of Dharam and Shyra, who find love in an engaging series of experiences. Doused in the spirit of Paris, it celebrates a sensual and free-spirited love. Befikre is a story that celebrates being carefree in love. A quintessential Delhi boy Dharam (Ranveer Singh) comes to Paris for work in search of an adventure. Just when he was about to embark on this journey of his life he bumps into a wild, free spirited, French born Indian girl Shyra (Vaani Kapoor). A feisty romance ensues between the two in which both of their personalities- one being an equal match for the other are tested to the limit. Battling their ups and downs, both realize that love is a leap of faith that can only be taken by those who dare to love.âOfficial source"
381,tt7581902,Sonu Ke Titu Ki Sweety,2018,"Comedy, Romance",Titu is going to marry a perfect woman named Sweety. Titu's best-friend Sonu doubts Sweety's character and tries to break the marriage while Sweety tries to do opposite and which leads to war between Bromance and Romance.,Luv Ranjan,"Kartik Aaryan, Nushrratt Bharuccha, Sunny Singh, Alok Nath","Happy, Humorous, Romantic, Excited, Frustrated, Nostalgic",Hindi,Bollywood,139 minutes,7,"Titu is going to marry a perfect woman named Sweety. Titu's best-friend Sonu doubts Sweety's character and tries to break the marriage while Sweety tries to do opposite and which leads to war between Bromance and Romance. We have always been told that ""Marriage"" is a marriage between two families. 'Sonu ke Titu ki Sweety' explores the new age version of the same belief where ""Marriage"" is a marriage between two friend circles. What happens when you decide to get married, but your best friend and your girlfriend can't see eye to eye. Sonu and Titu are childhood friends. Titu has always been a naÃ¯ve lover, who falls in love easily and Sonu has always had to step in to save him. But Sweety is the perfect bride and Titu is head over heels in love with her. Sonu's instinct to protect Titu at whatever cost, makes him feel that she's too good to be true. What ensues is a war between the best friend and the bride to be. While Sweety is trying to impress Titu and the family alike, Sonu is out to sabotage the utopian romance."
382,tt0337578,Baghban,2003,"Drama, Romance","An elderly couple wish their children to care for them in their old age. But their children see and treat them as a burden, and they must struggle to regain their worth and dignity to themselves and others.",Ravi Chopra,"Amitabh Bachchan, Hema Malini, Salman Khan, Mahima Chaudhry","Love, Nostalgia, Sadness, Respect, Family, Hope",Hindi,Bollywood,186 minutes,6.8,"An elderly couple wish their children to care for them in their old age. But their children see and treat them as a burden, and they must struggle to regain their worth and dignity to themselves and others. Raj Malhotra and wife Pooja have four sons. The sons have settled down professionally and are quite independent. However, when Raj Malhotra retires, none of his children want to be burdened with the responsibility of taking care of their parents. Strangely, it is the adopted son who proves to be the most kind hearted of them all. The question is, will Raj and Pooja's sons learn the folly of their ways and turn over a new leaf?âgavin@sunny_deol2009@yahoo.com"
383,tt15717242,Kanjoos Makhichoos,2023,"Comedy, Drama, Family","Jamnaprasad Pandey is infamous in the entire town as a miser whose family is fed up with his penny-pinching habits. However, little does the family know that these savings is to fulfill his father's wish of going on a char-dhaam yatra.",Vipul Mehta,"Kunal Kemmu, Shweta Tripathi, Piyush Mishra, Alka Amin","Happy, Frustrated, Angry, Tired, Relaxed, Excited",Hindi,Bollywood,123 minutes,4.2,"Jamnaprasad Pandey is infamous in the entire town as a miser whose family is fed up with his penny-pinching habits. However, little does the family know that these savings is to fulfill his father's wish of going on a char-dhaam yatra."
384,tt0059246,Guide,1965,"Drama, Musical, Romance","When mistaken to be a sage by some villagers, an ex-tour guide reflects on his past and lost love to search for spiritual wisdom to guide the villagers.",Vijay Anand,"Dev Anand, Waheeda Rehman, Leela Chitnis, Anwar Hussain","Inspiration, Hope, Warmth, Reflection, Connection, Gratitude",Hindi,Bollywood,180 minutes,8.5,"When mistaken to be a sage by some villagers, an ex-tour guide reflects on his past and lost love to search for spiritual wisdom to guide the villagers. Raju is released from jail much before his term he decides to go back to his usual life of Guide.But changes his mind and reaches a small religious village where people mistake him of being a god men and call him Swami.Few months later his mother and lover Rosie come to jail on his actual release date but find he has left much before.Raju's mother hates Rosie as she believes she was responsible for his current state.Rosie tells her that being daughter of Devdasi nobody wanted to marry her and she had to marry a rich older man Marco.Rosie soon found Marco won't be able to give her a child and was more interested in research of caves and other women then her.During a tour Rosie and Marco met Raju and she would have frequent fights with Marco but being with Raju she found own identity and Raju also praised her for her passion of classical dancing.Raju once tells Rosie to rebel on Marco who ignored her following which he asked to leave the house.Raju and Rosie who were very much in love and Raju keeps her in his house against wishes of his mother and also gets in tiff with neighbors for talking about her.Raju then discovered passion of Rosie's dancing and made her a star but differences start between them due to their lifestyle and both decided to part ways.âalex.mjacko@gmail.com"
385,tt5882970,Tubelight,2017,"Drama, War","A story of two brothers set during the Sino-Indian war, 1962: the younger one who's at war at the borders and the elder who's at war with his own world.",Kabir Khan,"Salman Khan, Sohail Khan, Om Puri, Mohd. Zeeshan Ayyub","Sad, Lonely, Frustrated, Depressed, Tired, Happy",Hindi,Bollywood,136 minutes,5.5,"A story of two brothers set during the Sino-Indian war, 1962: the younger one who's at war at the borders and the elder who's at war with his own world. In a small picturesque town in North India, Laxman (Salman Khan) lives with his younger brother Bharat (Sohail Khan). The two have no other family and are inseparable. Laxman's world comes crashing down, when war breaks out and Bharat gets drafted into the Army. A helpless Bharat leaves a devastated Laxman behind. News from the border only worsens, as the tension continues to escalate. Seeing the carnage around him and worried for his brother, Laxman decides he must stop this conflict and get his brother back."
386,tt0367495,Anbe Sivam,2003,"Adventure, Comedy, Drama","Two men, one young and arrogant, the other damaged - physically but not spiritually - by life, are thrown together by circumstances, and find that they are in some ways bound together by fate.",Sundar C.,"Kamal Haasan, Madhavan, Kiran Rathod, Nassar","Hope, Empathy, Sorrow, Love, Admiration, Peace",Tamil,Kollywood,161 minutes,8.5,"Two men, one young and arrogant, the other damaged - physically but not spiritually - by life, are thrown together by circumstances, and find that they are in some ways bound together by fate. Evocative and provocative, this masterfully crafted relationship drama tells the story of a series of comic events that occur when Nalla Sivam (Kamal Haasan) a wise-cracking, handicapped communist and Anbarasu (R. Madhavan), an arrogant young advertisement filmmaker who favors capitalism meet. They get stuck with each other on their problem-filled trip from Bhubaneswar to Chennai, giving them a unique opportunity to explore each other's belief system. Themes such as globalization, financial disparity and compassion in present-day India are explored around the two protagonists, while they also find how deeply interconnected their lives are.âSanthosh"
387,tt0378072,Hum Tum,2004,"Comedy, Drama, Romance",A novel look at the eternal battle of the sexes and the trials and tribulations of Karan and Rhea and their attempts to understand each other.,Kunal Kohli,"Saif Ali Khan, Rani Mukerji, Kirron Kher, Rati Agnihotri","Romantic, Happy, Frustrated, Lonely, Excited, Relaxed",Hindi,Bollywood,142 minutes,Error,"A novel look at the eternal battle of the sexes and the trials and tribulations of Karan and Rhea and their attempts to understand each other. Life is not always like the movies. Love isn't always at first sight. Very often, a relationship develops slowly and it takes many years between ""boy meets girl"" and ""boy gets girl"". Hum Tum is a refreshing look at the eternal battle of the sexes as it follows the lives of Karan (Saif Ali Khan) and Rhea (Rani Mukerji). Karan is a cartoonist and his character ""Hum"" and ""Tum"" reflect his perspective on the strange love-hate relationship between men and women. Rhea is sensitive, well bred and self-confident. She can give as good as she gets and is not afraid of standing up to men. Initially, the two have very little in common. But, as life would have it, their paths keep crossing and, over the course of a decade, their relationship evolves, from hate to mutual respect, friendship and finally - In a cinematic universe that offers simplistic scenarios to the complex relationship between men and women. Hum Tum is a novel look at the trials and tribulations of ""every man"" and ""every woman"" and their attempts to understand one another.âOfficial Source"
388,tt2377938,Special Chabbis,2013,"Crime, Drama, Thriller",A gang of con-men rob prominent rich businessmen and politicians by posing as C.B.I and income tax officers.,Neeraj Pandey,"Akshay Kumar, Anupam Kher, Manoj Bajpayee, Jimmy Shergill","Excitement, Suspense, Frustration, Anger, Triumph, Relief",Hindi,Bollywood,128 minutes,7.8,"A gang of con-men rob prominent rich businessmen and politicians by posing as C.B.I and income tax officers. Based on real life incidents that occurred in India in 1987-88, the storyline revolves around a group of con artists who pulled off many clever robberies during 1980s, and robbed famous businessmen and politicians by pretending to be the CBI or Income tax officers and conducting raids. On the pretext of conducting raids they would take away all the black money hoarded by them.âSufiyan Khan and London Mapper"
389,tt14107554,Dasvi,2022,"Comedy, Drama","Jailed under a tough cop, an uneducated politician decides to spend his time studying for high school, while his scheming wife has plans of her own.",Tushar Jalota,"Abhishek Bachchan, Nimrat Kaur, Yami Gautam, Manu Rishi Chadha","Happy, Frustrated, Inspired, Proud, Amused, Empathetic",Hindi,Bollywood,124 minutes,7.3,"Jailed under a tough cop, an uneducated politician decides to spend his time studying for high school, while his scheming wife has plans of her own. A corrupt Chief Minister Gangaram Chaudhari who always plays with the law is put behind bars in a scam.He appoints his wife Bimla Devi as they Chief Minister until he gets bail.While Bimla Devi is quick to understand the tricks of politics and established herself as powerful politician,While Gangaram Chaudhary whose between small time crooks in the jail gets a fan following but his life becomes hell when Superintendent Jyoti Jaiswal takes over.Jyoti starts to treat Chaudhari like other prisoners when she embraces him about his qualification Chaudhari decides to complete his tenth grade.Thou Jyoti finds it as a scam but is permitted by law while Chaudhari struggles with his studies until he is influenced by history of freedom fighters.On the other end Bimla Devi makes a strong position in her party and is in no mood to loose the chair to her husband.âalex.mjacko@gmail.com"
390,tt14339846,Mrs Undercover,2023,"Action, Comedy, Thriller","A simple Indian housewife who is in fact a special undercover agent is called back on the job after 10 years of being undercover to take down a terrifying, psycho killer while maintaining her parallel life of a housewife.",Anushree Mehta,"Radhika Apte, Sumeet Vyas, Rajesh Sharma, Roy Angana","Excited, Happy, Frustrated, Angry, Anxious, Romantic",Hindi,Bollywood,109 minutes,6.1,"A simple Indian housewife who is in fact a special undercover agent is called back on the job after 10 years of being undercover to take down a terrifying, psycho killer while maintaining her parallel life of a housewife."
391,tt2317337,Vicky Donor,2012,"Comedy, Romance","A man is brought in by an infertility doctor to supply him with his sperm, where he becomes the biggest sperm donor for his clinic.",Shoojit Sircar,"Ayushmann Khurrana, Yami Gautam, Annu Kapoor, Dolly Ahluwalia","Happy, Humorous, Relieved, Amused, Hopeful, Touching",Hindi,Bollywood,126 minutes,7.7,"A man is brought in by an infertility doctor to supply him with his sperm, where he becomes the biggest sperm donor for his clinic. Dr. Baldev Chaddha (Anu Kapoor), a well qualified fertility expert, runs a fertility clinic and a sperm bank in Dariyaganj, New Delhi, that guarantees a high quality and specialized sperm for the purpose. Unfortunately he has more failed cases to his credit than successes. A healthy, high performing donor is the need of the hour. Vicky Arora (Ayushmann Khurrana), a young, good-looking, Punjabi boy from Lajpat Nagar, is the only son and of no financial support to Dolly, a widow, who runs a small beauty parlor from home. As luck would have it, a small brawl in the colony brings Dr Chaddha and Vicky, face to face, where Chaddha, concludes that Vicky could be THAT donor he has been looking for. From here on, Chaddha's days and nights are spent in convincing Vicky to become a donor till he finally gives in. Vicky finds his love interest in Ashima Roy (Yami Gautam), a pretty Bengali girl, who works in a Bank. But soon there hunky dory world comes crashing down because of Vicky's past as a donor. With a brief emotional roller coaster ride, Vicky Donor is a light-hearted take on the subject of sperm donation.âOfficial site"
392,tt1729637,Bodyguard,2011,"Action, Comedy, Drama",The daughter of a wealthy nobleman secretly falls in love with her bodyguard.,Siddique,"Salman Khan, Kareena Kapoor, Raj Babbar, Hazel Keech","Romantic, Protective, Tense, Anxious, Sad, Hopeful",Hindi,Bollywood,129 minutes,6.2,"The daughter of a wealthy nobleman secretly falls in love with her bodyguard. Reading from a diary, a lad comes to know about a nobleman from Jaisinghpur, Sartaj Rana, who invited the wrath of the Mhatre brothers, Ranjan and Vikrant, by sending Lovely Singh to free abducted women bound for Thailand. Feeling threatened, he hires Lovely as a bodyguard for his collegian daughter, Divya, and her friend, Maya. Divya does not appreciate being followed around by Lovely and creates a fictional woman, Chhaya, who distracts him by repeatedly phoning him and telling him that she loves him. Lovely believes this person to be real and falls in love. In a bar, Ranjan's brother attacks Divya and is killed by Lovely - setting into motion a chain of events that will pit Lovely not only against the enraged Mhatre brothers but also against Sartaj himself, who believes that Lovely is attempting to elope with his daughter.ârAjOo (gunwanti@hotmail.com)"
393,tt5477608,Kahaani 2,2016,"Mystery, Thriller",A woman with a mysterious past is charged with kidnapping and murder.,Sujoy Ghosh,"Vidya Balan, Arjun Rampal, Jugal Hansraj, Kharaj Mukherjee","Suspense, Fear, Anxiety, Desperation, Protective, Relief",Hindi,Bollywood,120 minutes,6.8,"A woman with a mysterious past is charged with kidnapping and murder. Vidya Sinha and her daughter Mini live peacefully in the sleepy town of Chandan Nagore. Vidya's life revolves around Mini. Her greatest joys are the little things she does with her daughter, like playing little games and going for walks. However, life has other plans: Mini is kidnapped and while trying to locate her daughter, Vidya is in an accident and goes into a coma. As Inspector Inderjeet investigates the car accident, he discovers that Vidya Sinha may not be all she appears. She has a dark past linking her to Durga Rani Singh - a wanted criminal on the run for kidnapping and murder.âSubrat Jain"
394,tt23023596,Malaikottai Vaaliban,2024,"Action, Drama, Fantasy",Follows the life of a legendary man whose struggles and life pave the way for next generations.,Lijo Jose Pellissery,"Mohanlal, Sonalee Kulkarni, Hareesh Peradi, Rajeev Pillai","Frustration, Confusion, Disappointment, Boredom, Annoyance, Apathy",Malayalam,Mollywood,175 minutes,7.1,"Journey of Malaikottai Vaaliban, an undisputed warrior, transcends time and geographies, triumphing over every opponent he encounters. The story follows an aged warrior who travels across the land, proving himself unbeatable. With his experience, he returns to his village, which is under the colonization of marauding Spanish warriors, to challenge them to a one-on-one fight. However, an enemy from his sketchy past tracks him down and sabotages his efforts. Despite this, the warrior fights off the Spanish warriors and liberates the enslaved. His enemy continues to pursue him, causing the death of those close to him and driving a wedge between the remaining ones. Eventually, it is revealed that the warrior was deceived from birth; he is the son of an infamous mutant warrior. Those who cared for him as foster parents abducted him as a baby due to his genetic uniqueness, intending to train him to fight against his biological father using cunning and deception."
395,tt11260832,Bellbottom,2021,"Action, Thriller","When an Indian commercial airliner is hijacked by terrorists in the mid 1980s, a government agent is tasked with rescuing the 210 hostages.",Ranjit Tewari,"Akshay Kumar, Huma Qureshi, Lara Dutta, Vaani Kapoor","Excitement, Nervousness, Suspense, Intrigue, Patriotism, Tension",Hindi,Bollywood,125 minutes,6.4,"When an Indian commercial airliner is hijacked by terrorists in the mid 1980s, a government agent is tasked with rescuing the 210 hostages. Akshay Kumar plays a Research and Analysis Wing (RAW) agent in this espionage thriller, inspired by true events. The story follows this star undercover agent who goes by the code name 'Bellbottom'. After a plane is hijacked and lands in Amritsar, the seventh hijacking incident in five years, he is brought in to save the day. Akshay's character plans a daring covert operation to rescue 210 hostages and neutralise four hijackers. Vaani Kapoor plays his wife while Huma Qureshi features as one of his team members. Lara Dutta looks almost unrecognisable as former prime minister Indira Gandhi."
396,tt9569610,Kaagaz,2021,"Biography, Comedy, Drama",A satirical comedy about a common man and the struggle he goes through to prove his existence after being falsely being declared dead on government records.,Satish Kaushik,"Pankaj Tripathi, Monal Gajjar, Mita Vashisht, Amar Upadhyay","Frustration, Sadness, Helplessness, Anger, Desperation, Sympathy",Hindi,Bollywood,122 minutes,6.7,A satirical comedy about a common man and the struggle he goes through to prove his existence after being falsely being declared dead on government records. Kaagaz is an upcoming movie based on real life story of a Farmer who struggles hard to make himself come alive again because of being declared death on papers. The farmer's character is been played by Pankaj Trpathi. It also stars Amar Upadhyay as the main negative lead in the movie. The rest of the star cast is not yet confirmed.
397,tt0096028,Salaam Bombay!,1988,"Crime, Drama","Young Krishna struggles to survive among the drug dealers, pimps, and prostitutes in the back alleys and gutters of India.",Mira Nair,"Shafiq Syed, Anjaan, Amrit Patel, Murari Sharma","Sad, Depressed, Frustrated, Lonely, Anxious, Tired",Hindi,Bollywood,113 minutes,Error,"Young Krishna struggles to survive among the drug dealers, pimps, and prostitutes in the back alleys and gutters of India. Young Krishna's mother abandons him at the Apollo Circus and informs him that he can only return home when he can afford 500 rupees to pay for his brother's bicycle that he destroyed. The circus then leaves Krishna behind and he takes a train to Bombay, where he works delivering tee for Chacha's street bar and being called ""Chaipau"" by the local street children. He befriends heroin addict and drug dealer Chillum, and young Manju Golub, the daughter of Baba Golub and prostitute Rekha Golub. Krishna dreams of saving 500 rupees to return home, but Bombay street life isn't easy.âClaudio Carvalho, Rio de Janeiro, Brazil"
398,tt5472374,Meri Pyaari Bindu,2017,"Comedy, Drama, Romance","Abhimanyu Roy returns to his roots to write an old-fashioned love story, 3 years in the making. This writer's block is called Bindu. How do you contain this live wire in a book?",Akshay Roy,"Ayushmann Khurrana, Parineeti Chopra, Nishant Dahiya, Prakash Belawadi","Romantic, Happy, Nostalgic, Melancholy, Frustrated, Lonely",Hindi,Bollywood,119 minutes,5.7,"Abhimanyu Roy returns to his roots to write an old-fashioned love story, 3 years in the making. This writer's block is called Bindu. How do you contain this live wire in a book? Fed up with the lack of critical appreciation despite being a successful writer, Abhimanyu Roy (Ayushmann Khurrana) returns to his roots in Kolkata to write more meaningful literature and decides on an old-fashioned love story - which was now, 3 years in the making. This writer's block is called Bindu (Parineeti Chopra). How do you contain this unpredictable, crazy, restless, larger than life, live wire in the pages of a book? As Abhi says ''You know when a song comes on and you just have to dance? Bindu was that song. That silly infectious joyful tune you couldn't get out of your head - even if you wanted to."" So where should he begin? Where should he end? But when Abhi stumbles across an old audio cassette of their favorite playlist, it sends Abhi down memory lane - and as he waltzes in and out of his past and present through the songs in the mixed tape, he finally faces reality and reconnects with his roots, with his family and his novel starts writing itself. Of course, life in its usual scheming manner surprises him yet again and changes the ending of his book and his life, as he once again finds himself being pulled back into the center of that crazy little thing called love. He realizes, that love, is neither time- nor place-dependent. - All we need is the right person next to us and of course the right soundtrack.âOfficial source"
399,tt0795434,Namastey London,2007,"Comedy, Drama, Romance","A man takes his thoroughly-British daughter to his home country, India. There, he arranges her marriage to someone she considers a fool. The daughter attempts to outwit them, but the groom quietly and patiently hatches his own plan.",Vipul Amrutlal Shah,"Akshay Kumar, Katrina Kaif, Rishi Kapoor, Clive Standen","Romantic, Happy, Excited, Nostalgic, Amused, Hopeful",Hindi,Bollywood,127 minutes,6.1,"A man takes his thoroughly-British daughter to his home country, India. There, he arranges her marriage to someone she considers a fool. The daughter attempts to outwit them, but the groom quietly and patiently hatches his own plan. Indian-born Manmohan Malhotra decided to re-locate to London, England, established himself, returned to India, got married to Bebo, and after a period of 4 years got a visa for her so that she could live with him. Shortly thereafter she gave birth to Jasmeet. Manmohan was always embarrassed of Bebo, as she was overly healthy and not quite sophisticated, as a result he always left her at home, while he socialized. Bebo did not want Jasmeet to end up like her, so got her admitted in an English Medium school, encouraged to mingle with Caucasian friends, and as a result Jasmeet was transformed in to Jazz - a stunningly beautiful young woman, British in looks, talk, habits, and heart. Manmohan's plans to get her married to an Indian boy are all in vain. His friend, Parvez Khan, is in a similar situation with his son, Imran, openly romancing a Caucasian blonde, Susan. Manmohan decides to take his family for a tour in India, and ends up getting her married to Arjun Singh. On their return to London, Jasmeet announces that she is getting married to Charles Brown, who is well connected, even with Prince Charles, and refuses to recognize her marriage with Arjun as there is no proof of this wedding. When Jasmeet is introduced to the friends of the Brown family, she is subjected to considerable racial profiling (snake charmers, Indian rope tricks, tandoori chicken) as well as a quote from Winston Churchil to wit: 'When we leave India, the country will be in the hands of goons'. while Imran is asked by Susan's parents to fore-go Islam, become a Christian, change his name to Emmanuel or Ian, as well as provide a written undertaking that his family is not associated with any terrorists. The questions that remain unanswered are: will love prevail ! Between Imran and Susan on one hand, and Jasmeet and Charles on the other? What is the impact of this marriage on Arjun, who now has been demoted from Husband to the Best Man?ârAjOo (gunwanti@hotmail.com)"
